2.000000000000e+01	7.005795259286e-03
2.046585984562e+01	7.168923154302e-03
2.094257096102e+01	7.335846636658e-03
2.143038610475e+01	7.506653820357e-03
2.192956392286e+01	7.681434850653e-03
2.244036908604e+01	7.860281949849e-03
2.296307242994e+01	8.043289464061e-03
2.349795109879e+01	8.230553910949e-03
2.404528869235e+01	8.422174028439e-03
2.460537541625e+01	8.618250824451e-03
2.517850823588e+01	8.818887627634e-03
2.576499103386e+01	9.024190139140e-03
2.636513477113e+01	9.234266485437e-03
2.697925765183e+01	9.449227272178e-03
2.760768529206e+01	9.669185639136e-03
2.825075089246e+01	9.894257316225e-03
2.890879541492e+01	1.012456068060e-02
2.958216776336e+01	1.036021681488e-02
3.027122496872e+01	1.060134956645e-02
3.097633237825e+01	1.084808560790e-02
3.169786384922e+01	1.110055449859e-02
3.243620194718e+01	1.135888874736e-02
3.319173814875e+01	1.162322387633e-02
3.396487304923e+01	1.189369848590e-02
3.475601657499e+01	1.217045432087e-02
3.556558820078e+01	1.245363633767e-02
3.639401717220e+01	1.274339277277e-02
3.724174273326e+01	1.303987521226e-02
3.810921435926e+01	1.334323866246e-02
3.899689199516e+01	1.365364162178e-02
3.990524629938e+01	1.397124615359e-02
4.083475889339e+01	1.429621796025e-02
4.178592261708e+01	1.462872645820e-02
4.275924179004e+01	1.496894485417e-02
4.375523247899e+01	1.531705022234e-02
4.477442277137e+01	1.567322358256e-02
4.581735305536e+01	1.603764997961e-02
4.688457630640e+01	1.641051856330e-02
4.797665838039e+01	1.679202266959e-02
4.909417831370e+01	1.718235990245e-02
5.023772863019e+01	1.758173221667e-02
5.140791565538e+01	1.799034600128e-02
5.260535983791e+01	1.840841216378e-02
5.383069607854e+01	1.883614621493e-02
5.508457406676e+01	1.927376835404e-02
5.636765862529e+01	1.972150355482e-02
5.768063006253e+01	2.017958165145e-02
5.902418453333e+01	2.064823742503e-02
6.039903440804e+01	2.112771069010e-02
6.180590865027e+01	2.161824638111e-02
6.324555320337e+01	2.212009463892e-02
6.471873138593e+01	2.263351089685e-02
6.622622429652e+01	2.315875596639e-02
6.776883122784e+01	2.369609612226e-02
6.934737009051e+01	2.424580318667e-02
7.096267784672e+01	2.480815461251e-02
7.261561095402e+01	2.538343356538e-02
7.430704581943e+01	2.597192900400e-02
7.603787926411e+01	2.657393575903e-02
7.780902899886e+01	2.718975460963e-02
7.962143411070e+01	2.781969235789e-02
8.147605556082e+01	2.846406190044e-02
8.337387669407e+01	2.912318229702e-02
8.531590376032e+01	2.979737883570e-02
8.730316644803e+01	3.048698309424e-02
8.933671843019e+01	3.119233299708e-02
9.141763792297e+01	3.191377286773e-02
9.354702825744e+01	3.265165347579e-02
9.572601846453e+01	3.340633207818e-02
9.795576387369e+01	3.417817245403e-02
1.002374467255e+02	3.496754493251e-02
1.025722767983e+02	3.577482641299e-02
1.049614920500e+02	3.660040037688e-02
1.074063592741e+02	3.744465689024e-02
1.099081747715e+02	3.830799259650e-02
1.124682650381e+02	3.919081069837e-02
1.150879874674e+02	4.009352092805e-02
1.177687310711e+02	4.101653950473e-02
1.205119172149e+02	4.196028907842e-02
1.233190003723e+02	4.292519865895e-02
1.261914688960e+02	4.391170352908e-02
1.291308458069e+02	4.492024514032e-02
1.321386896015e+02	4.595127099047e-02
1.352165950784e+02	4.700523448118e-02
1.383661941838e+02	4.808259475433e-02
1.415891568768e+02	4.918381650565e-02
1.448871920150e+02	5.030936977392e-02
1.482620482602e+02	5.145972970424e-02
1.517155150058e+02	5.263537628341e-02
1.552494233257e+02	5.383679404579e-02
1.588656469449e+02	5.506447174757e-02
1.625661032328e+02	5.631890200752e-02
1.663527542205e+02	5.760058091216e-02
1.702276076405e+02	5.891000758307e-02
1.741927179912e+02	6.024768370428e-02
1.782501876267e+02	6.161411300719e-02
1.824021678712e+02	6.300980071081e-02
1.866508601594e+02	6.443525291477e-02
1.909985172043e+02	6.589097594253e-02
1.954474441912e+02	6.737747563228e-02
2.000000000000e+02	6.889525657283e-02
2.046585984562e+02	7.044482128181e-02
2.094257096102e+02	7.202666932353e-02
2.143038610475e+02	7.364129636369e-02
2.192956392286e+02	7.528919315826e-02
2.244036908604e+02	7.697084447391e-02
2.296307242994e+02	7.868672793714e-02
2.349795109879e+02	8.043731280974e-02
2.404528869235e+02	8.222305868788e-02
2.460537541625e+02	8.404441412260e-02
2.517850823588e+02	8.590181515935e-02
2.576499103386e+02	8.779568379462e-02
2.636513477113e+02	8.972642634778e-02
2.697925765183e+02	9.169443174667e-02
2.760768529206e+02	9.370006972558e-02
2.825075089245e+02	9.574368893489e-02
2.890879541492e+02	9.782561496186e-02
2.958216776336e+02	9.994614826260e-02
3.027122496872e+02	1.021055620059e-01
3.097633237825e+02	1.043040998298e-01
3.169786384922e+02	1.065419735134e-01
3.243620194718e+02	1.088193605657e-01
3.319173814875e+02	1.111364017356e-01
3.396487304923e+02	1.134931984463e-01
3.475601657499e+02	1.158898101617e-01
3.556558820078e+02	1.183262516874e-01
3.639401717220e+02	1.208024904177e-01
3.724174273326e+02	1.233184435342e-01
3.810921435926e+02	1.258739751673e-01
3.899689199516e+02	1.284688935313e-01
3.990524629938e+02	1.311029480458e-01
4.083475889339e+02	1.337758264571e-01
4.178592261708e+02	1.364871519748e-01
4.275924179004e+02	1.392364804409e-01
4.375523247899e+02	1.420232975488e-01
4.477442277137e+02	1.448470161328e-01
4.581735305536e+02	1.477069735480e-01
4.688457630640e+02	1.506024291640e-01
4.797665838039e+02	1.535325619956e-01
4.909417831370e+02	1.564964684946e-01
5.023772863019e+02	1.594931605296e-01
5.140791565538e+02	1.625215635790e-01
5.260535983791e+02	1.655805151651e-01
5.383069607854e+02	1.686687635562e-01
5.508457406676e+02	1.717849667649e-01
5.636765862529e+02	1.749276918683e-01
5.768063006253e+02	1.780954146785e-01
5.902418453333e+02	1.812865197874e-01
6.039903440804e+02	1.844993010108e-01
6.180590865027e+02	1.877319622551e-01
6.324555320337e+02	1.909826188245e-01
6.471873138593e+02	1.942492991885e-01
6.622622429652e+02	1.975299472237e-01
6.776883122784e+02	2.008224249392e-01
6.934737009051e+02	2.041245156951e-01
7.096267784671e+02	2.074339279146e-01
7.261561095402e+02	2.107482992887e-01
7.430704581943e+02	2.140652014662e-01
7.603787926411e+02	2.173821452158e-01
7.780902899886e+02	2.206965860441e-01
7.962143411070e+02	2.240059302440e-01
8.147605556082e+02	2.273075413470e-01
8.337387669407e+02	2.305987469422e-01
